question,path,score,relation_type
3岁男孩，症状包括咳嗽重浊、痰多色白清稀、喉间痰声辘辘、纳呆，舌质淡红、苔白腻、脉滑，应该选用什么方剂进行治疗？,痰湿困肺->常用药品->二陈汤,0.92,常用药品
在患有'肠痈'且表现为右下腹痛、发热恶寒、恶心、便秘、苔薄黄、脉数有力的患者，针灸治疗中除了使用阑尾穴以外，还应该选择哪些穴位？,便秘->治疗方法->大肠经通腑针法,0.62,治疗方法
一名48岁男性患者，腘窝上方持续性钝痛2年，且疼痛加重，以往‘结核’治疗无效，体检显示腘窝上方有肿胀和局部压痛，实验室检查正常。请问根据提供的图像，导致这种症状的最可能病因是什么？,神经纤维瘤->并发症->压迫神经,0.69,并发症
一名14岁男孩在右大腿深部巨大血管瘤手术后，伤口愈合良好，但在拆线后下床活动5分钟后突然晕倒并抢救无效死亡，在这种情况下最有可能的死因是什么？,急性肺栓塞->诊断检查->CT扫描,0.75,诊断检查
一名70岁男性患者住院两周后持续出现大量蛋白尿，为明确诊断，哪项检查最有意义？,大量蛋白尿->症状->肾炎,0.15,症状
27岁女性哮喘患者，对阿司匹林敏感，最适合的药物是哪种？,哮喘->常用药品->糖皮质激素,0.45,常用药品
某患者术后第三天出现体温升高到39℃，伴有大便次数增多、里急后重和黏液便，但伤口不痛且无咳嗽。结合症状，最可能的诊断是什么？,术后感染->症状->大便次数增多,0.39,症状
一名30岁女性患者在外院进行右下第二磨牙治疗后，右侧口角区出现灼热不适感，随后出现成簇小水泡。根据这些症状，最可能的诊断是什么？,单纯疱疹->常用药品->阿昔洛韦软膏,0.57,常用药品
一名6岁男孩发热持续两周，并出现关节游走痛。体检发现心率每分钟100次，心尖区有二级收缩期杂音，C反应蛋白呈阳性，血沉增快，疑似风湿热。对于这种情况，首选哪种药物进行治疗？,风湿热->常用药品->抗生素,0.72,常用药品
描述患者症状为：日晡潮热、谵语、纯利稀水、恶臭异常、腹胀硬痛、肛门灼热、舌苔黄燥、脉沉有力。这种情况下，应该采用哪种中药汤进行治疗？,调胃承气汤->传染性->是,0.13,传染性
一位38岁的男性患者，居住在沿海地区，腰背部疼痛已超过半年。根据提供的影像资料，他最可能被诊断为什么疾病？,腰背部疼痛->可能患有疾病->脊柱结核,0.48,可能患有疾病
一名50岁的男性患者在饱食后出现上腹持续性胀痛，伴有全腹压痛和反跳痛，肌紧张及肠鸣音消失等症状，经过体格检查和实验室检查后，为确定最佳的治疗方案，哪种影像学检查最有价值？,肠鸣音消失->可能患有疾病->肠麻痹,0.64,可能患有疾病
孙某，女性，60岁，长期喘息，气短，动时加重，吸气不利等症状，容易在劳累后发作。结合这些症状，应针对哪种病机进行治疗？,气短->症状->痰湿阻肺,0.77,症状
一个6岁的孩子，经常盗汗，偶尔自汗，身体消瘦，精神不振，心烦少寐，有时会有低热，口干，手足心热，舌质淡且苔少，脉象细弱。针对这些症状，治疗首选的方剂是什么？,生脉散->并发症->精神不振,0.29,并发症
根据一名24岁男性患者的临床表现，包括腰骶部疼痛伴晨僵、足趾肿痛、头皮和脐周皮疹以及双手指甲凹陷性小坑等症状，并且类风湿因子阴性，应该首先考虑什么诊断？,银屑病关节炎->症状->腰骶部疼痛,0.9,症状
请根据患儿3岁男孩右腹股沟可复性包块超过1年，玩耍后出现哭闹伴呕吐症状，右侧阴囊肿胀并触及不可还纳的肿块，判断最可能的诊断是什么？,腹股沟疝->并发症->肠梗阻,0.78,并发症
68岁男性，恶寒发热、头痛、微喘、无汗、全身骨节酸楚烦疼，舌苔薄白，脉浮紧而数，最合适的治疗原则是什么？,风寒表证->治疗方法->清热解毒,0.65,治疗方法
怀孕3个月女性确诊疟疾，最适合用什么药？,疟疾->常用药品->羟氯喹,0.07,常用药品
对于药物治疗无效的反复发作室性心动过速或心室颤动的心力衰竭患者，最适宜的治疗方法是什么？,心律失常->忌吃->咖啡,0.02,忌吃
针对一位患有类风湿关节炎的23岁女性，她在左上眼睑和右眼巩膜上分别出现褐色斑点和蓝色斑块。结合她的病情历史和症状，最合适的诊断是什么？,Alkaptonuria->症状->眼部色素沉积,0.66,症状
一位45岁的男性患者，出现腹大胀急、青筋张露、形体瘦削、面色晦滞、唇干口躁、潮热心烦、笔衄牙宣和尿少症状，舌质红降，苔薄少津，脉象弦细而数，针对这种表现应使用什么方剂进行治疗？,湿热内困->治疗方法->猪苓汤,0.75,治疗方法
一名36岁的女性患者，一年来出现入睡困难、工作时头痛、时常血压偏高，怀疑自己得了高血压，并且症状时好时坏，根据这些症状，该患者最可能被诊断为何种精神疾病？,入睡困难->症状->神经衰弱,0.91,症状
根据患者的查体结果，包括神志清楚、言语流利、眼底检查图像及颅神经检查结果，初步诊断是什么？,颅神经损伤->症状->眼球运动障碍,0.18,症状
一位25岁的女性患者近一周出现双侧枕部中度钝痛，站立行走时头痛加重，卧床休息时头痛减轻或消失。这种头痛最可能的原因是什么？,自发性颅内低压->治疗方法->止痛药,0.28,治疗方法
根据淋巴瘤的分期原则，评估以下这种病人的分期：35岁女性，表现为发热、乏力伴消瘦，检查结果显示左颈、两侧腋窝和腹股沟可触及数个淋巴结，脾肋下3cm，骨髓正常，红细胞沉降率80mm/h，胸部X线检查阴性，肝区B超正常，淋巴结活检为混合细胞型。,恶性淋巴瘤->推荐食谱->高蛋白饮食,0.17,推荐食谱
一名28岁女性患者，四年间在活动后出现心悸气促症状，心尖区可闻及舒张期隆隆样杂音和二尖瓣开瓣音，超声心动图显示二尖瓣狭窄，无风湿活动和感染。针对这种病例，当前最适合的治疗方案是什么？,二尖瓣狭窄->治疗方法->心脏外科手术,0.62,治疗方法
一名1岁的幼儿母乳喂养，近期莫名哭闹，并且其母亲出现全身瘙痒且夜间加重的症状。经检查，患儿母亲被确诊为疥疮，幼儿下腹部出现较多针尖大小的红色丘疹。在这种情况下，应该为此患儿使用哪种治疗方案？,皮肤病->忌吃->海鲜,0.11,忌吃
患者张某，女，60岁，表现为低热多日，伴有头晕眼花、身倦乏力、心悸不宁，以及面白少华、唇甲色淡、舌质淡、脉细弱的症状，请问她的证型是什么？,血虚->并发症->低热,0.65,并发症
对于一名20岁女性患者，面部和颈部及双上肢被火焰烧伤已7小时，面颈部肿胀明显，伴有大小不等水疱和部分腐皮脱落，创面基底红白相间且痛觉较迟钝，针对这种临床表现，宜采用哪种创面处理方法？,湿润敷料治疗->治疗方法->创面护理,0.75,治疗方法
一名3岁男性患儿患有麻疹并未及时治疗，目前症状包括高热烦躁、神昏谵语、偶尔抽搐、皮疹遍及全身呈紫红色、舌红绛及脉弦数，针对这样的病情，应采用何种治疗方法？,麻疹->并发症->惊厥,0.17,并发症
一名患者出现胸骨左缘第三肋间3/6级收缩期喷射性杂音，X线显示肺血减少、肺动脉段突出、右室增大。根据这些临床表现，最可能的诊断是什么？,右心室肥大->症状->肺动脉瓣狭窄,0.55,症状
56岁女性，右侧面部闪电样锐痛1个月，疼痛出现在右上唇、鼻翼、口角及颊黏膜，伴进食、洗脸、刷牙发作，手术治疗有效率是多少？,微血管减压术->治疗方法->手术治疗,0.08,治疗方法
一名50岁女性，患有糖尿病10年，症状包括经常性咳嗽半年、昨日突然咯血，以及胸片显示右肺上野出现直径1厘米的空洞，基于这些症状和检查结果，最可能的诊断是什么？,肺结核->食物有害于疾病->烟熏食物,0.06,食物有害于疾病
4岁7个月男孩，右上后牙疼痛1天，体检发现远中邻面龋，叩诊反应微弱，X线显示深龋近髓，最可能的诊断是什么？,龋齿->诊断检查->体格检查,0.47,诊断检查
根据一位46岁女性患者的症状：心悸、喘息不能平卧、颜面四肢水肿、腹胀、大便溏泻、小便短少，以及其舌象和脉象特征，结合诊断为“风心病，二窄并二漏”，在已知使用氧气和西药治疗的基础上，中医治疗应首选哪个方剂？,高血压 -> 并发症 -> 心力衰竭,0.23,并发症
一名女性患者，28岁，症状包括腰痛脚弱，下半身冷感，少腹拘急，小便不利，舌质淡胖，脉沉迟而弱，请问应选用哪种中药方剂进行治疗？,肾阳虚->常用药品->肾气丸,0.32,常用药品
一名20岁男性患者，颏下皮肤内有一个无痛性肿块缓慢生长了7年。检查该肿块发现它是圆形的，表面皮肤光滑，没有与皮肤及周围组织粘连，触诊时感觉坚韧而有弹性，穿刺后抽出乳白色豆腐渣样分泌物。根据这些特点，这个肿块最可能的诊断是什么？,皮脂腺囊肿->并发症->恶性转化,0.13,并发症
根据一位55岁女性患者的症状表现为腹痛、大便秘结和腹泻交替，并在直肠指检阴性情况下，如果确诊为早期大肠癌，最优先选择哪种治疗方法？,早期大肠癌->治疗方法->观察等待,0.18,治疗方法
针对一名54岁女性患者，具有两年痢疾史，症状表现为时痢时歇，缠绵经年，饮食减少，倦怠神疲，畏寒懒言，发作时便下赤白，里急后重。舌质淡，苔腻，脉象虚数，应该选择哪种治疗方案？,连理汤->可以治疗疾病->虚寒痢疾,0.71,可以治疗疾病
对于一位26岁足月产妇，临产18小时宫颈扩张2厘米，子宫收缩乏力，并感到母子生命受到威胁的情况下，她最有可能的护理诊断是什么？,产程延长->并发症->胎儿窘迫,0.62,并发症
对于一位50岁男性患者，他长期吸烟30年，半年前戒烟，近期出现咳嗽带血的症状。根据病史和表现，应首先进行哪种检查来鉴别诊断原因？,肺结核->诊断检查->胸部CT,0.79,诊断检查
袁女士在妊娠25周前检查正常，但在26周出现水肿，30周出现头晕、眼花，并且检查结果显示血压为213／146kPa(160／110mmHg)，水肿程度为(+++)，尿蛋白为(++)，请诊断她的病症。,重度子痫前期->检查疾病->尿蛋白检测,0.53,诊断检查
一位长期有胃病的患者，最近因为饮食不规律出现了频繁嗳气，伴随酸腐食物味的嗝逆，肠鸣音亢进，大便稀烂且夹杂食物残渣，心下痞满，舌苔微黄。请问此患者应采用哪种中医方剂进行治疗？,胃病->可能患有疾病->胃溃疡,0.17,可能患有疾病
月经周期为四到五十天，月经量少且色淡红无血块，伴头晕眼花、心悸失眠、面色苍白、舌质淡红、脉细弱，应选哪种中药方剂？,红枣->食谱有益于疾病->气血两虚,0.69,食谱有益于疾病
如果患者在过去一个月内频繁出现头痛，每周发作3至4次，并且口服奈普生无法很好地缓解疼痛，为了终止头痛的急性发作，应选用哪种药物？,头痛->可能患有疾病->紧张型头痛,0.27,可能患有疾病
16岁男性患者反复呕血、黑便、皮肤粘膜出血一周，肝脾不大，血液检查结果显示Hb60G/l，RBC2.2X10¹²/L，WBC5.0X10⁹/L，BPC12X10⁹/L，骨髓增生活跃且幼稚型巨核细胞增加。请根据这些信息，说明该患者最可能的诊断是什么？,ITP->传染性->无,0.06,传染性
一名50岁男性患者，大量饮酒后出现上腹部剧烈疼痛和呕吐，症状没有缓解，并且保守治疗3天后病情恶化至休克状态。查体发现体温升高、脐周及背部瘀斑、上腹肌紧张和明显的压痛反跳痛。对于这种病情，最重要的治疗措施是什么？,急性重症胰腺炎->诊断检查->CT扫描,0.67,诊断检查
患者王某反复呕吐清水痰涎、脘闷不食、头眩心悸、舌苔白腻、脉滑。最适合的中医方剂？,呕吐->症状->胃气逆乱,0.17,症状
